,Main Category,Child Category,GrandChild Category,Prompt,Translate
1705,Materials,Solids,Cloth,Net,净值
1706,Materials,Solids,Cloth,Netting,网状物
1707,Materials,Solids,Cloth,Aid,援助
1708,Materials,Solids,Cloth,Bandage,绷带
1709,Materials,Solids,Cloth,Gauze,纱布
1710,Materials,Solids,Cloth,Spider Web,蜘蛛网
1711,Materials,Solids,Plastic and Foam,Plastic,塑胶
1712,Materials,Solids,Plastic and Foam,Polyimide,聚酰亚胺
1713,Materials,Solids,Plastic and Foam,Lego,乐高
1714,Materials,Solids,Plastic and Foam,Shrink Wrap,收缩包装
1715,Materials,Solids,Plastic and Foam,Plastic Wrap,塑料包装
1716,Materials,Solids,Plastic and Foam,Polyethylene,聚乙烯
1717,Materials,Solids,Plastic and Foam,Polyvinyl,聚乙烯树脂
1718,Materials,Solids,Plastic and Foam,Polypropylene,聚丙烯
1719,Materials,Solids,Plastic and Foam,Teflon,特富龙
1720,Materials,Solids,Plastic and Foam,Melamine,三聚氰胺
1721,Materials,Solids,Plastic and Foam,Foam,泡沫
1722,Materials,Solids,Plastic and Foam,Bubble Wrap,泡沫包装
1723,Materials,Solids,Plastic and Foam,PLA,PLA
1724,Materials,Solids,Plastic and Foam,Acid,酸
1725,Materials,Solids,Plastic and Foam,ABS,ABS
1726,Materials,Solids,Plastic and Foam,Styrene,苯乙烯
1727,Materials,Solids,Plastic and Foam,PETG,PETG
1728,Materials,Solids,Plastic and Foam,Glycol,乙二醇
1729,Materials,Solids,Plastic and Foam,TPE,TPE
1730,Materials,Solids,Plastic and Foam,Elastomer,弹性体
1731,Materials,Solids,Plastic and Foam,TPU,TPU
1732,Materials,Solids,Plastic and Foam,PVA,PVA
1733,Materials,Solids,Plastic and Foam,Alcohol,酒精
1734,Materials,Solids,Plastic and Foam,ASA,辽宁省
1735,Materials,Solids,Plastic and Foam,Acrylate,丙烯酸酯
1736,Materials,Solids,Plastic and Foam,PMMA,PMMA
1737,Materials,Solids,Plastic and Foam,Methacrylate,甲基丙烯酸酯（Methacrylate
1738,Materials,Solids,Rubber,Rubber,橡胶
1739,Materials,Solids,Rubber,Latex,乳胶
1740,Materials,Solids,Rubber,Nitrile,腈纶
1741,Materials,Solids,Rubber,Vinyl,乙烯树脂
1742,Materials,Solids,Rubber,Linoleum,油毡
1743,Materials,Solids,Rubber,Arborite,树状物
1744,Materials,Solids,Rubber,Formica,蚂蚁
1745,Materials,Solids,Rubber,Sandarac,桑达拉克
1746,Materials,Solids,Rubber,Rubber Band,橡皮筋
1747,Materials,Solids,Rubber,Rubber Band Ball,橡皮筋球
1748,Materials,Solids,Rubber,Balloon,气球
1749,Materials,Solids,Rubber,Silly Band,愚蠢的乐队
1750,Materials,Solids,Gelatinous and Spongy,Aerogel,气凝胶
1751,Materials,Solids,Gelatinous and Spongy,Softgel,软胶囊
1752,Materials,Solids,Gelatinous and Spongy,Ballistic Gel,防弹凝胶
1753,Materials,Solids,Gelatinous and Spongy,Ballistic Foam,防弹泡沫
1754,Materials,Solids,Gelatinous and Spongy,Gelatinous,凝胶状的
1755,Materials,Solids,Gelatinous and Spongy,Sponge,海绵
1756,Materials,Solids,Gelatinous and Spongy,Spongy,海绵状的
1757,Materials,Solids,Wax,Wax,蜡
1758,Materials,Solids,Wax,Wax Paper,蜡纸
1759,Materials,Solids,Wax,Shellac,虫胶
1760,Materials,Solids,Wax,Carnauba Wax,棕榈蜡
1761,Materials,Solids,Wax,Candelilla Wax,坎迪拉蜡
1762,Materials,Solids,Wax,Paraffin Wax,石蜡
1763,Materials,Solids,Wax,Lipstick,唇膏
1764,Materials,Solids,Ice and Snow,Dry Ice,干冰
1765,Materials,Solids,Ice and Snow,Snowflake,雪花
1766,Materials,Solids,Hair and Fur,Hair,头发
1767,Materials,Solids,Hair and Fur,Fur,毛皮
1768,Materials,Solids,Hair and Fur,Fuzz,绒毛
1769,Materials,Solids,Hair and Fur,Feathers,羽毛
1770,Materials,Solids,Hair and Fur,Feathery,羽毛状
1771,Materials,Solids,Hair and Fur,Bear Fur,熊皮
1772,Materials,Solids,Hair and Fur,Cow Fur,牛皮
1773,Materials,Solids,Hair and Fur,Bunny,兔子
1774,Materials,Solids,Other Solids,Ivory,象牙色
1775,Materials,Solids,Other Solids,Bone,骨骼
1776,Materials,Solids,Other Solids,Inlay,镶嵌
1777,Materials,Solids,Other Solids,Soap,肥皂
1778,Materials,Solids,Other Solids,Trash,垃圾
1779,Materials,Solids,Other Solids,Googly Eyes,大眼仔
1780,Materials,Solids,Other Solids,Filament,纤丝
1781,Materials,Liquids,,Liquid,液体
1782,Materials,Liquids,,Water,水
1783,Materials,Liquids,,Liquid Crystal,液体晶体
1784,Materials,Liquids,,Lava,熔岩
1785,Materials,Liquids,,Magma,镁合金
1786,Materials,Liquids,,Molten Rock,融化的裙子
1787,Materials,Liquids,,Molten,熔融
1788,Materials,Liquids,,Varnish,清漆
1789,Materials,Liquids,,Ferro Fluid,铁液
1790,Materials,Liquids,,Motor Oil,机油
1791,Materials,Liquids,,Oil,石油
1792,Materials,Liquids,,Gasoline,汽油
1793,Materials,Liquids,,Turpentine,松节油
1794,Materials,Liquids,,Mineral Oil,矿物油
1795,Materials,Liquids,,Danish Oil,丹麦石油
1796,Materials,Liquids,,Linseed Oil,亚麻籽油
1797,Materials,Liquids,,Tung Oil,桐油
1798,Materials,Liquids,,Sea Foam,海泡石
1799,Materials,Liquids,,Emulsion,乳液
1800,Materials,Liquids,,Lipid,脂质
1801,Materials,Non-Newtonian Fluids and Polymers,Slime and Putty,Slime,粘液
1802,Materials,Non-Newtonian Fluids and Polymers,Slime and Putty,Flubber,橡皮泥
1803,Materials,Non-Newtonian Fluids and Polymers,Slime and Putty,Putty,腻子
1804,Materials,Non-Newtonian Fluids and Polymers,Slime and Putty,Poster Tack,海报粘贴
1805,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Scotch Tape,斯考特胶带
1806,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Clear Tape,透明胶带
1807,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Duct Tape,胶带
1808,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Packing Tape,包装胶带
1809,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Masking Tape,遮蔽胶带
1810,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Kapton,卡普顿
1811,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Kapton Tape,卡普顿胶带
1812,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Sided Tape,粘贴式胶带
1813,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Gaffer Tape,密封胶带
1814,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Twill Tape,斜纹布带
1815,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Caution Tape,警示带
1816,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Adhesive,粘合剂
1817,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Glue,胶水
1818,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Sided Glue,侧面胶水
1819,Materials,Non-Newtonian Fluids and Polymers,Tape and Adhesives,Epoxy,环氧树脂
1820,Materials,Non-Newtonian Fluids and Polymers,Other Non-Newtonian Fluids and Polymers,Polymer,聚合物
1821,Materials,Non-Newtonian Fluids and Polymers,Other Non-Newtonian Fluids and Polymers,Orbeez,傲比兹
1822,Materials,Non-Newtonian Fluids and Polymers,Other Non-Newtonian Fluids and Polymers,Oobleck,奥布赖克
1823,Materials,Non-Newtonian Fluids and Polymers,Other Non-Newtonian Fluids and Polymers,Doh,Doh
1824,Materials,Non-Newtonian Fluids and Polymers,Other Non-Newtonian Fluids and Polymers,Plastisol,塑溶胶
1825,Materials,Gasses and Vapors,,Air,空气
1826,Materials,Gasses and Vapors,,Clouds,云层
1827,Materials,Gasses and Vapors,,Vapor,蒸汽
1828,Materials,Gasses and Vapors,,Gas,燃气
1829,Materials,Gasses and Vapors,,Aerosol,气雾剂
1830,Materials,Powders and Particulates,,Powder,粉末
1831,Materials,Powders and Particulates,,Smoke,烟雾
1832,Materials,Plasma and Energy,,Plasma,浆液
1833,Materials,Plasma and Energy,,Electric,电动
1834,Materials,Plasma and Energy,,Electrical,电气
1835,Materials,Plasma and Energy,,Electricity,电器
1836,Materials,Plasma and Energy,,Fire,火灾
1837,Materials,Plasma and Energy,,Fireball,火球
1838,Materials,Plasma and Energy,,Flame,火焰
1839,Materials,Plasma and Energy,,Flamethrower,火焰喷射器
1840,Materials,Plasma and Energy,,Burn,燃烧
1841,Materials,Plasma and Energy,,Inferno,地狱
1842,Materials,Plasma and Energy,,Firework,焰火
1843,Material_Properties,Opacity,,Transparent,透明的
1844,Material_Properties,Opacity,,Translucent,半透明的
1845,Material_Properties,Opacity,,Opaque,不透明的
1846,Material_Properties,Light Manipulation,,Optics,光学元件
1847,Material_Properties,Light Manipulation,,Materiality,重要性
1848,Material_Properties,Light Manipulation,,Ambient Occlusion,环境遮蔽
1849,Material_Properties,Light Manipulation,,Opalescent,乳白色
1850,Material_Properties,Light Manipulation,,Polarization,偏振
1851,Material_Properties,Light Manipulation,,Polarized,偏光型
1852,Material_Properties,Luminescence,,Glowing,焕然一新
1853,Material_Properties,Luminescence,,Radiant,辐射
1854,Material_Properties,Luminescence,,Cherenkov Radiation,切伦科夫辐射
1855,Material_Properties,Luminescence,,Bioluminescence,生物发光
1856,Material_Properties,Luminescence,,Photoluminescence,发光性
1857,Material_Properties,Luminescence,,Chemiluminescence,化学发光
1858,Material_Properties,Luminescence,,Cathodoluminescence,阴极射线
1859,Material_Properties,Luminescence,,Electroluminescence,电致发光
1860,Material_Properties,Luminescence,,Radioluminescence,放射性发光
1861,Material_Properties,Luminescence,,Phosphorescence,磷光体
1862,Material_Properties,Luminescence,,Thermoluminescence,热释光
1863,Material_Properties,Luminescence,,Electrochemiluminescence,电化学发光
1864,Material_Properties,Luminescence,,Crystalloluminescence,结晶发光
1865,Material_Properties,Luminescence,,Piezoluminescence,压电发光
1866,Material_Properties,Luminescence,,Triboluminescence,三角形发光体
1867,Material_Properties,Luminescence,,Mechanoluminescence,机械发光
1868,Material_Properties,Luminescence,,Candoluminescence,坎多拉发光
1869,Material_Properties,Luminescence,,Fractoluminescence,分光光度
1870,Material_Properties,Luminescence,,Sonoluminescence,声波发射
1871,Material_Properties,Luminescence,,Translucidluminescence,半透明的发光体
1872,Material_Properties,Chromism,,Chromism,染色主义
1873,Material_Properties,Chromism,,Piezochromism,压电染色法
1874,Material_Properties,Chromism,,Tribochromism,三色性
1875,Material_Properties,Chromism,,Metallochromism,金属变色法
1876,Material_Properties,Chromism,,Ionochromism,电离色症
1877,Material_Properties,Chromism,,Hydrochromism,氢变色法
1878,Material_Properties,Chromism,,Cryochromism,隐色性
1879,Material_Properties,Chromism,,Radiochromism,放射性变色法
1880,Material_Properties,Chromism,,Concentratochromism,浓缩变色法
1881,Material_Properties,Chromism,,Vapochromism,蒸馏色素
1882,Material_Properties,Chromism,,Solvatochromism,溶剂染色法
1883,Material_Properties,Chromism,,Solvatophotochromism,嗜光性变色症（Solvatophotochromism
1884,Material_Properties,Chromism,,Thermochromism,热变色法
1885,Material_Properties,Chromism,,Thermosolvatochromism,热溶变色法
1886,Material_Properties,Chromism,,Thermochromatic,热变色
1887,Material_Properties,Chromism,,Photochromism,光变色
1888,Material_Properties,Chromism,,Photovoltachromism,感光变色症
1889,Material_Properties,Chromism,,Photoelectrochromism,光电变色法
1890,Material_Properties,Chromism,,Halochromism,晕色症
1891,Material_Properties,Chromism,,Halosolvatochromism,卤素变色法
1892,Material_Properties,Chromism,,Cathodochromism,阴性染色法
1893,Material_Properties,Chromism,,Amorphochromism,肾上腺素
1894,Material_Properties,Chromism,,Sorptiochromism,蝎子色症
1895,Material_Properties,Chromism,,Electrochromism,电致变色法
1896,Material_Properties,Chromism,,Magnetochromism,磁致变色法
1897,Material_Properties,Chromism,,Mechanochromism,机械色度
1898,Material_Properties,Chromism,,Biochromism,生物色度
1899,Material_Properties,Chromism,,Bioelectrochromism,生物电致色法
1900,Material_Properties,Chromism,,Chronochromism,时间色差
1901,Material_Properties,Chromism,,Crystallochromism,晶体变色法
1902,Material_Properties,Chromism,,Rigidichromism,刚性变色法
1903,Material_Properties,Chromism,,Aggregachromism,聚合变色症
1904,Material_Properties,Reflection and Refraction,,Rough,粗糙的
1905,Material_Properties,Reflection and Refraction,,Matte,哑光
1906,Material_Properties,Reflection and Refraction,,Glossy,光泽度
1907,Material_Properties,Reflection and Refraction,,Polished,抛光的
1908,Material_Properties,Reflection and Refraction,,Reflective,反射性
1909,Material_Properties,Reflection and Refraction,,Retroreflective,反射式
1910,Material_Properties,Reflection and Refraction,,Refractive,折射率
1911,Material_Properties,Reflection and Refraction,,Caustics,苛责
1912,Material_Properties,Reflection and Refraction,,Shimmer,微光
1913,Material_Properties,Reflection and Refraction,,Shimmering,閃閃發光
1914,Material_Properties,"Color (Dispersion, Chromatic, etc.)",,Iridescent,虹彩
1915,Material_Properties,"Color (Dispersion, Chromatic, etc.)",,Dispersion,分散性
1916,Material_Properties,"Color (Dispersion, Chromatic, etc.)",,Chromatic,半音阶
1917,Material_Properties,Texture Maps,,Bump Map,凸点地图
1918,Material_Properties,Texture Maps,,Bump Mapped,凹凸图
1919,Material_Properties,Texture Maps,,Bump Mapping,凸点映射
1920,Material_Properties,Texture Maps,,Normal Map,正常地图
1921,Material_Properties,Texture Maps,,Depth Map,深度图
1922,Material_Properties,Texture Maps,,Displacement Map,流离失所地图
1923,Material_Properties,Soft Body,,Soft Body,软体
1924,Material_Properties,Soft Body,,Squishy,柔软
1925,Material_Properties,Other Material Properties,,Anisotropy,各向异性
1926,Material_Properties,Other Material Properties,,Carbonated,碳酸饮料
1927,Material_Properties,Other Material Properties,,Effervescent,泡腾剂
1928,Material_Properties,Other Material Properties,,Icy,冰冷的
1929,Material_Properties,Other Material Properties,,Charred,烧焦的
1930,Material_Properties,Other Material Properties,,Corrugated,波浪形的
1931,Material_Properties,Other Material Properties,,Perforated,穿孔的
1932,Material_Properties,Other Material Properties,,Hydrophobic,疏水性
